process,symbol,immune_set,set_size,immune_system,immune_subsystem,cells,btm,group,subgroup
signaling in T cells (I) (M35.0),GZMB,BTM by Modules,14,Adaptive,Cellular,T cell,M35.0,T CELLS,T CELLS
signaling in T cells (I) (M35.0),FOS,BTM by Modules,14,Adaptive,Cellular,T cell,M35.0,T CELLS,T CELLS
signaling in T cells (I) (M35.0),IFNG,BTM by Modules,14,Adaptive,Cellular,T cell,M35.0,T CELLS,T CELLS
signaling in T cells (I) (M35.0),FOSB,BTM by Modules,14,Adaptive,Cellular,T cell,M35.0,T CELLS,T CELLS
signaling in T cells (I) (M35.0),EGR1,BTM by Modules,14,Adaptive,Cellular,T cell,M35.0,T CELLS,T CELLS
signaling in T cells (I) (M35.0),JUN,BTM by Modules,14,Adaptive,Cellular,T cell,M35.0,T CELLS,T CELLS
signaling in T cells (I) (M35.0),TNF,BTM by Modules,14,Adaptive,Cellular,T cell,M35.0,T CELLS,T CELLS
signaling in T cells (I) (M35.0),FASLG,BTM by Modules,14,Adaptive,Cellular,T cell,M35.0,T CELLS,T CELLS
signaling in T cells (I) (M35.0),PRF1,BTM by Modules,14,Adaptive,Cellular,T cell,M35.0,T CELLS,T CELLS
signaling in T cells (I) (M35.0),TNFRSF4,BTM by Modules,14,Adaptive,Cellular,T cell,M35.0,T CELLS,T CELLS
signaling in T cells (I) (M35.0),ATF3,BTM by Modules,14,Adaptive,Cellular,T cell,M35.0,T CELLS,T CELLS
signaling in T cells (I) (M35.0),TNFRSF9,BTM by Modules,14,Adaptive,Cellular,T cell,M35.0,T CELLS,T CELLS
signaling in T cells (II) (M35.1),IL2RA,BTM by Modules,11,Adaptive,Cellular,T cell,M35.1,T CELLS,T CELLS
signaling in T cells (II) (M35.1),IL2RB,BTM by Modules,11,Adaptive,Cellular,T cell,M35.1,T CELLS,T CELLS
signaling in T cells (II) (M35.1),GZMB,BTM by Modules,11,Adaptive,Cellular,T cell,M35.1,T CELLS,T CELLS
signaling in T cells (II) (M35.1),IFNG,BTM by Modules,11,Adaptive,Cellular,T cell,M35.1,T CELLS,T CELLS
signaling in T cells (II) (M35.1),TNF,BTM by Modules,11,Adaptive,Cellular,T cell,M35.1,T CELLS,T CELLS
signaling in T cells (II) (M35.1),FOSL1,BTM by Modules,11,Adaptive,Cellular,T cell,M35.1,T CELLS,T CELLS
signaling in T cells (II) (M35.1),PRF1,BTM by Modules,11,Adaptive,Cellular,T cell,M35.1,T CELLS,T CELLS
signaling in T cells (II) (M35.1),TNFRSF4,BTM by Modules,11,Adaptive,Cellular,T cell,M35.1,T CELLS,T CELLS
signaling in T cells (II) (M35.1),FASLG,BTM by Modules,11,Adaptive,Cellular,T cell,M35.1,T CELLS,T CELLS
signaling in T cells (II) (M35.1),TNFRSF18,BTM by Modules,11,Adaptive,Cellular,T cell,M35.1,T CELLS,T CELLS
signaling in T cells (II) (M35.1),TNFRSF9,BTM by Modules,11,Adaptive,Cellular,T cell,M35.1,T CELLS,T CELLS
"T cell surface, activation (M36)",CXADR,BTM by Modules,12,Adaptive,Cellular,T cell,M36,T CELLS,T CELLS
"T cell surface, activation (M36)",LILRB4,BTM by Modules,12,Adaptive,Cellular,T cell,M36,T CELLS,T CELLS
"T cell surface, activation (M36)",CD40LG,BTM by Modules,12,Adaptive,Cellular,T cell,M36,T CELLS,T CELLS
"T cell surface, activation (M36)",LILRB2,BTM by Modules,12,Adaptive,Cellular,T cell,M36,T CELLS,T CELLS
"T cell surface, activation (M36)",LILRB1,BTM by Modules,12,Adaptive,Cellular,T cell,M36,T CELLS,T CELLS
"T cell surface, activation (M36)",TYROBP,BTM by Modules,12,Adaptive,Cellular,T cell,M36,T CELLS,T CELLS
"T cell surface, activation (M36)",ITGA4,BTM by Modules,12,Adaptive,Cellular,T cell,M36,T CELLS,T CELLS
"T cell surface, activation (M36)",VCAM1,BTM by Modules,12,Adaptive,Cellular,T cell,M36,T CELLS,T CELLS
"T cell surface, activation (M36)",CD8A,BTM by Modules,12,Adaptive,Cellular,T cell,M36,T CELLS,T CELLS
"T cell surface, activation (M36)",LILRB3,BTM by Modules,12,Adaptive,Cellular,T cell,M36,T CELLS,T CELLS
"T cell surface, activation (M36)",CD3D,BTM by Modules,12,Adaptive,Cellular,T cell,M36,T CELLS,T CELLS
"T cell surface, activation (M36)",CD3E,BTM by Modules,12,Adaptive,Cellular,T cell,M36,T CELLS,T CELLS
T cell signaling and costimulation (M44),IL7R,BTM by Modules,10,Adaptive,Cellular,T cell,M44,T CELLS,T CELLS
T cell signaling and costimulation (M44),TCF7,BTM by Modules,10,Adaptive,Cellular,T cell,M44,T CELLS,T CELLS
T cell signaling and costimulation (M44),IL23A,BTM by Modules,10,Adaptive,Cellular,T cell,M44,T CELLS,T CELLS
T cell signaling and costimulation (M44),FYN,BTM by Modules,10,Adaptive,Cellular,T cell,M44,T CELLS,T CELLS
T cell signaling and costimulation (M44),IFI30,BTM by Modules,10,Adaptive,Cellular,T cell,M44,T CELLS,T CELLS
T cell signaling and costimulation (M44),CD37,BTM by Modules,10,Adaptive,Cellular,T cell,M44,T CELLS,T CELLS
T cell signaling and costimulation (M44),MAPK14,BTM by Modules,10,Adaptive,Cellular,T cell,M44,T CELLS,T CELLS
T cell signaling and costimulation (M44),ARHGDIB,BTM by Modules,10,Adaptive,Cellular,T cell,M44,T CELLS,T CELLS
T cell signaling and costimulation (M44),LCP1,BTM by Modules,10,Adaptive,Cellular,T cell,M44,T CELLS,T CELLS
T cell signaling and costimulation (M44),LCK,BTM by Modules,10,Adaptive,Cellular,T cell,M44,T CELLS,T CELLS
T cell activation (IV) (M52),SELL,BTM by Modules,13,Adaptive,Cellular,T cell,M52,T CELLS,T CELLS
T cell activation (IV) (M52),SPI1,BTM by Modules,13,Adaptive,Cellular,T cell,M52,T CELLS,T CELLS
T cell activation (IV) (M52),GFI1,BTM by Modules,13,Adaptive,Cellular,T cell,M52,T CELLS,T CELLS
T cell activation (IV) (M52),LPXN,BTM by Modules,13,Adaptive,Cellular,T cell,M52,T CELLS,T CELLS
T cell activation (IV) (M52),XCL1,BTM by Modules,13,Adaptive,Cellular,T cell,M52,T CELLS,T CELLS
T cell activation (IV) (M52),GATA3,BTM by Modules,13,Adaptive,Cellular,T cell,M52,T CELLS,T CELLS
T cell activation (IV) (M52),LAG3,BTM by Modules,13,Adaptive,Cellular,T cell,M52,T CELLS,T CELLS
T cell activation (IV) (M52),CD5,BTM by Modules,13,Adaptive,Cellular,T cell,M52,T CELLS,T CELLS
T cell activation (IV) (M52),PTPN6,BTM by Modules,13,Adaptive,Cellular,T cell,M52,T CELLS,T CELLS
T cell activation (IV) (M52),PTPRC,BTM by Modules,13,Adaptive,Cellular,T cell,M52,T CELLS,T CELLS
T cell activation (IV) (M52),UNC93B1,BTM by Modules,13,Adaptive,Cellular,T cell,M52,T CELLS,T CELLS
T cell activation (IV) (M52),LCK,BTM by Modules,13,Adaptive,Cellular,T cell,M52,T CELLS,T CELLS
T cell activation (IV) (M52),CD3E,BTM by Modules,13,Adaptive,Cellular,T cell,M52,T CELLS,T CELLS
"IL2, IL7, TCR network (M65)",IL7R,BTM by Modules,12,Adaptive,Cellular,T cell,M65,SIGNAL TRANSDUCTION,SIGNAL TRANSDUCTION
"IL2, IL7, TCR network (M65)",PTPRCAP,BTM by Modules,12,Adaptive,Cellular,T cell,M65,SIGNAL TRANSDUCTION,SIGNAL TRANSDUCTION
"IL2, IL7, TCR network (M65)",ITK,BTM by Modules,12,Adaptive,Cellular,T cell,M65,SIGNAL TRANSDUCTION,SIGNAL TRANSDUCTION
"IL2, IL7, TCR network (M65)",TRAC,BTM by Modules,12,Adaptive,Cellular,T cell,M65,SIGNAL TRANSDUCTION,SIGNAL TRANSDUCTION
"IL2, IL7, TCR network (M65)",IL2RG,BTM by Modules,12,Adaptive,Cellular,T cell,M65,SIGNAL TRANSDUCTION,SIGNAL TRANSDUCTION
"IL2, IL7, TCR network (M65)",LTB,BTM by Modules,12,Adaptive,Cellular,T cell,M65,SIGNAL TRANSDUCTION,SIGNAL TRANSDUCTION
"IL2, IL7, TCR network (M65)",TRA@ /// TRAC /// TRAJ17 /// TRAV20,BTM by Modules,12,Adaptive,Cellular,T cell,M65,SIGNAL TRANSDUCTION,SIGNAL TRANSDUCTION
"IL2, IL7, TCR network (M65)",TRBC1,BTM by Modules,12,Adaptive,Cellular,T cell,M65,SIGNAL TRANSDUCTION,SIGNAL TRANSDUCTION
"IL2, IL7, TCR network (M65)",JAK3,BTM by Modules,12,Adaptive,Cellular,T cell,M65,SIGNAL TRANSDUCTION,SIGNAL TRANSDUCTION
"IL2, IL7, TCR network (M65)",CCR7,BTM by Modules,12,Adaptive,Cellular,T cell,M65,SIGNAL TRANSDUCTION,SIGNAL TRANSDUCTION
"IL2, IL7, TCR network (M65)",LCK,BTM by Modules,12,Adaptive,Cellular,T cell,M65,SIGNAL TRANSDUCTION,SIGNAL TRANSDUCTION
"IL2, IL7, TCR network (M65)",BCL2,BTM by Modules,12,Adaptive,Cellular,T cell,M65,SIGNAL TRANSDUCTION,SIGNAL TRANSDUCTION
enriched in T cells (II) (M223),SLC38A1,BTM by Modules,13,Adaptive,Cellular,T cell,M223,T CELLS,T CELLS
enriched in T cells (II) (M223),HOPX,BTM by Modules,13,Adaptive,Cellular,T cell,M223,T CELLS,T CELLS
enriched in T cells (II) (M223),CD40LG,BTM by Modules,13,Adaptive,Cellular,T cell,M223,T CELLS,T CELLS
enriched in T cells (II) (M223),DENND2D,BTM by Modules,13,Adaptive,Cellular,T cell,M223,T CELLS,T CELLS
enriched in T cells (II) (M223),TC2N,BTM by Modules,13,Adaptive,Cellular,T cell,M223,T CELLS,T CELLS
enriched in T cells (II) (M223),PLEKHF1,BTM by Modules,13,Adaptive,Cellular,T cell,M223,T CELLS,T CELLS
enriched in T cells (II) (M223),LRRN3,BTM by Modules,13,Adaptive,Cellular,T cell,M223,T CELLS,T CELLS
enriched in T cells (II) (M223),CLEC2D,BTM by Modules,13,Adaptive,Cellular,T cell,M223,T CELLS,T CELLS
enriched in T cells (II) (M223),FGFBP2,BTM by Modules,13,Adaptive,Cellular,T cell,M223,T CELLS,T CELLS
enriched in T cells (II) (M223),LBH,BTM by Modules,13,Adaptive,Cellular,T cell,M223,T CELLS,T CELLS
enriched in T cells (II) (M223),TRGC2,BTM by Modules,13,Adaptive,Cellular,T cell,M223,T CELLS,T CELLS
enriched in T cells (II) (M223),DPP4,BTM by Modules,13,Adaptive,Cellular,T cell,M223,T CELLS,T CELLS
enriched in T cells (II) (M223),LOC439949,BTM by Modules,13,Adaptive,Cellular,T cell,M223,T CELLS,T CELLS
T cell surface signature (S0),NPDC1,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),ANKH,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),LAG3,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),CD6,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),CD2,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),CD320,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),SLC37A3,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),C6orf129,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),NDFIP2,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),CXCR6,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),SIT1,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),SIRPG,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),ICOS,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),CD28,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),SLC38A1,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),TMEM106C,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),PTPRCAP,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),FLT3LG,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),C12orf23,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),GIMAP2,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),LRRN3,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),CLEC2D,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),CD3E,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),ITM2A,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),GPR171,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),MAL,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
T cell surface signature (S0),CD3G,BTM by Modules,27,Adaptive,Cellular,T cell,S0,T CELLS,T CELLS
CD4 T cell surface signature Th1-stimulated (S6),F2R,BTM by Modules,9,Adaptive,Cellular,Th1,S6,T CELLS,T CELLS
CD4 T cell surface signature Th1-stimulated (S6),TMEM200A,BTM by Modules,9,Adaptive,Cellular,Th1,S6,T CELLS,T CELLS
CD4 T cell surface signature Th1-stimulated (S6),C6orf129,BTM by Modules,9,Adaptive,Cellular,Th1,S6,T CELLS,T CELLS
CD4 T cell surface signature Th1-stimulated (S6),GPR19,BTM by Modules,9,Adaptive,Cellular,Th1,S6,T CELLS,T CELLS
CD4 T cell surface signature Th1-stimulated (S6),LAG3,BTM by Modules,9,Adaptive,Cellular,Th1,S6,T CELLS,T CELLS
CD4 T cell surface signature Th1-stimulated (S6),NDFIP2,BTM by Modules,9,Adaptive,Cellular,Th1,S6,T CELLS,T CELLS
CD4 T cell surface signature Th1-stimulated (S6),TSPAN5,BTM by Modules,9,Adaptive,Cellular,Th1,S6,T CELLS,T CELLS
CD4 T cell surface signature Th1-stimulated (S6),SV2A,BTM by Modules,9,Adaptive,Cellular,Th1,S6,T CELLS,T CELLS
CD4 T cell surface signature Th1-stimulated (S6),GPR114,BTM by Modules,9,Adaptive,Cellular,Th1,S6,T CELLS,T CELLS
CD4 T cell surface signature Th2-stimulated (S7),SLC37A3,BTM by Modules,13,Adaptive,Cellular,Th2,S7,T CELLS,T CELLS
CD4 T cell surface signature Th2-stimulated (S7),GPR15,BTM by Modules,13,Adaptive,Cellular,Th2,S7,T CELLS,T CELLS
CD4 T cell surface signature Th2-stimulated (S7),CD28,BTM by Modules,13,Adaptive,Cellular,Th2,S7,T CELLS,T CELLS
CD4 T cell surface signature Th2-stimulated (S7),CLDND1,BTM by Modules,13,Adaptive,Cellular,Th2,S7,T CELLS,T CELLS
CD4 T cell surface signature Th2-stimulated (S7),TMEM200A,BTM by Modules,13,Adaptive,Cellular,Th2,S7,T CELLS,T CELLS
CD4 T cell surface signature Th2-stimulated (S7),SLC4A7,BTM by Modules,13,Adaptive,Cellular,Th2,S7,T CELLS,T CELLS
CD4 T cell surface signature Th2-stimulated (S7),IL17RB,BTM by Modules,13,Adaptive,Cellular,Th2,S7,T CELLS,T CELLS
CD4 T cell surface signature Th2-stimulated (S7),ITM2A,BTM by Modules,13,Adaptive,Cellular,Th2,S7,T CELLS,T CELLS
CD4 T cell surface signature Th2-stimulated (S7),GPR171,BTM by Modules,13,Adaptive,Cellular,Th2,S7,T CELLS,T CELLS
CD4 T cell surface signature Th2-stimulated (S7),SIT1,BTM by Modules,13,Adaptive,Cellular,Th2,S7,T CELLS,T CELLS
CD4 T cell surface signature Th2-stimulated (S7),C6orf129,BTM by Modules,13,Adaptive,Cellular,Th2,S7,T CELLS,T CELLS
CD4 T cell surface signature Th2-stimulated (S7),MAL,BTM by Modules,13,Adaptive,Cellular,Th2,S7,T CELLS,T CELLS
CD4 T cell surface signature Th2-stimulated (S7),CD3G,BTM by Modules,13,Adaptive,Cellular,Th2,S7,T CELLS,T CELLS
B cell development (M9),TNFSF13,BTM by Modules,11,Adaptive,Humoral,B cell,M9,B CELLS,B CELLS
B cell development (M9),LIF,BTM by Modules,11,Adaptive,Humoral,B cell,M9,B CELLS,B CELLS
B cell development (M9),HHEX,BTM by Modules,11,Adaptive,Humoral,B cell,M9,B CELLS,B CELLS
B cell development (M9),CEBPE,BTM by Modules,11,Adaptive,Humoral,B cell,M9,B CELLS,B CELLS
B cell development (M9),CBFA2T3,BTM by Modules,11,Adaptive,Humoral,B cell,M9,B CELLS,B CELLS
B cell development (M9),LTA,BTM by Modules,11,Adaptive,Humoral,B cell,M9,B CELLS,B CELLS
B cell development (M9),SPI1,BTM by Modules,11,Adaptive,Humoral,B cell,M9,B CELLS,B CELLS
B cell development (M9),TLR4,BTM by Modules,11,Adaptive,Humoral,B cell,M9,B CELLS,B CELLS
B cell development (M9),CCR7,BTM by Modules,11,Adaptive,Humoral,B cell,M9,B CELLS,B CELLS
B cell development (M9),LYN,BTM by Modules,11,Adaptive,Humoral,B cell,M9,B CELLS,B CELLS
B cell development (M9),TNF,BTM by Modules,11,Adaptive,Humoral,B cell,M9,B CELLS,B CELLS
enriched in B cells (I) (M47.0),STAP1,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),BLK,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),CD72,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),TSPAN13,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),BCL11A,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),C13orf18,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),KIAA0125,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),CD200,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),CD79B,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),VPREB3,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),CD79A,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),P2RX5,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),BTLA,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),AFF3,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),PPAPDC1B,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),IGHM,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),LOC90925,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),FCRLA,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),SPIB,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),FAM129C,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),ABCB4,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),LOC100130458,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),FCRL1,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),BANK1,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),MS4A1,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),FCRL5,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),TCF4,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),KLHL14,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),CXCR5,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),PCDH9,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),RALGPS2,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),CD22,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),TCL1A,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),CD24,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),IGH@,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),IGKV3-20,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),IGHD,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),MACROD2,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),EBF1,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),PNOC,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),ADAM28,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),LOC283663,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),CR2,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),PAX5,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),E2F5,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),PLEKHG1,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),FCER2,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),PKIG,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),FCRL2,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),IGLJ3,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),HLA-DOB,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),PTPRK,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (I) (M47.0),CD19,BTM by Modules,53,Adaptive,Humoral,B cell,M47.0,B CELLS,B CELLS
enriched in B cells (II) (M47.1),LOC90925,BTM by Modules,43,Adaptive,Humoral,B cell,M47.1,B CELLS,B CELLS
enriched in B cells (II) (M47.1),IGHA1,BTM by Modules,43,Adaptive,Humoral,B cell,M47.1,B CELLS,B CELLS
enriched in B cells (II) (M47.1),BCL11A,BTM by Modules,43,Adaptive,Humoral,B cell,M47.1,B CELLS,B CELLS
enriched in B cells (II) (M47.1),LOC642838,BTM by Modules,43,Adaptive,Humoral,B cell,M47.1,B CELLS,B CELLS
enriched in B cells (II) (M47.1),KIAA0125,BTM by Modules,43,Adaptive,Humoral,B cell,M47.1,B CELLS,B CELLS
enriched in B cells (II) (M47.1),LOC642424,BTM by Modules,43,Adaptive,Humoral,B cell,M47.1,B CELLS,B CELLS
enriched in B cells (II) (M47.1),IGK@,BTM by Modules,43,Adaptive,Humoral,B cell,M47.1,B CELLS,B CELLS
enriched in B cells (II) (M47.1),CD79B,BTM by Modules,43,Adaptive,Humoral,B cell,M47.1,B CELLS,B CELLS
enriched in B cells (II) (M47.1),CD79A,BTM by Modules,43,Adaptive,Humoral,B cell,M47.1,B CELLS,B CELLS
enriched in B cells (II) (M47.1),TPD52,BTM by Modules,43,Adaptive,Humoral,B cell,M47.1,B CELLS,B CELLS
enriched in B cells (II) (M47.1),CDK14,BTM by Modules,43,Adaptive,Humoral,B cell,M47.1,B CELLS,B CELLS
enriched in B cells (II) (M47.1),CXCR5,BTM by Modules,43,Adaptive,Humoral,B cell,M47.1,B CELLS,B CELLS
enriched in B cells (II) (M47.1),BANK1,BTM by Modules,43,Adaptive,Humoral,B cell,M47.1,B CELLS,B CELLS
enriched in B cells (II) (M47.1),MS4A1,BTM by Modules,43,Adaptive,Humoral,B cell,M47.1,B CELLS,B CELLS
enriched in B cells (II) (M47.1),FCRL5,BTM by Modules,43,Adaptive,Humoral,B cell,M47.1,B CELLS,B CELLS
enriched in B cells (II) (M47.1),BLNK,BTM by Modules,43,Adaptive,Humoral,B cell,M47.1,B CELLS,B CELLS
enriched in B cells (II) (M47.1),TCF4,BTM by Modules,43,Adaptive,Humoral,B cell,M47.1,B CELLS,B CELLS
