timepoint,padj_cutoff,l2fc_cutoff,.metric,.estimator,.estimate,model,truth,num_correct_tp,num_incorrect_fp
3,0.2,0.5,accuracy,binary,0.9184483811850946,Mouse 30%,down,4,151
3,0.2,1,accuracy,binary,0.9966401954795358,Mouse 30%,down,0,1
3,0.3,0,accuracy,binary,0.6566890653634697,Mouse 30%,down,92,262
3,0.3,0.1,accuracy,binary,0.6970067196090409,Mouse 30%,down,73,281
3,0.3,0.5,accuracy,binary,0.9105070250458155,Mouse 30%,down,4,157
3,0.3,1,accuracy,binary,0.996334758704948,Mouse 30%,down,0,1
3,0.4,0,accuracy,binary,0.5928527794746488,Mouse 30%,down,145,317
3,0.4,0.1,accuracy,binary,0.646609651802077,Mouse 30%,down,110,352
3,0.4,0.5,accuracy,binary,0.9071472205253512,Mouse 30%,down,4,157
3,0.4,1,accuracy,binary,0.996334758704948,Mouse 30%,down,0,1
3,0.5,0,accuracy,binary,0.548564447159438,Mouse 30%,down,209,358
3,0.5,0.1,accuracy,binary,0.6127061698228466,Mouse 30%,down,153,414
3,0.5,0.5,accuracy,binary,0.9071472205253512,Mouse 30%,down,4,157
3,0.5,1,accuracy,binary,0.996334758704948,Mouse 30%,down,0,1
7,0.05,0,accuracy,binary,0.9273060476481368,Mouse 30%,down,6,92
7,0.05,0.1,accuracy,binary,0.9303604153940135,Mouse 30%,down,5,93
7,0.05,0.5,accuracy,binary,0.9654856444715944,Mouse 30%,down,0,95
7,0.05,1,accuracy,binary,0.9975565058032987,Mouse 30%,down,0,2
7,0.1,0,accuracy,binary,0.888515577275504,Mouse 30%,down,20,140
7,0.1,0.1,accuracy,binary,0.8952351863164325,Mouse 30%,down,17,143
7,0.1,0.5,accuracy,binary,0.9453268173488087,Mouse 30%,down,1,138
7,0.1,1,accuracy,binary,0.9975565058032987,Mouse 30%,down,0,2
7,0.2,0,accuracy,binary,0.8213194868662187,Mouse 30%,down,38,221
7,0.2,0.1,accuracy,binary,0.839034819792303,Mouse 30%,down,31,228
7,0.2,0.5,accuracy,binary,0.9285277947464875,Mouse 30%,down,2,160
7,0.2,1,accuracy,binary,0.9972510690287111,Mouse 30%,down,0,2
7,0.3,0,accuracy,binary,0.7666463042150274,Mouse 30%,down,73,290
7,0.3,0.1,accuracy,binary,0.7950519242516799,Mouse 30%,down,53,310
7,0.3,0.5,accuracy,binary,0.9227244960293219,Mouse 30%,down,3,161
7,0.3,1,accuracy,binary,0.9972510690287111,Mouse 30%,down,0,2
7,0.4,0,accuracy,binary,0.7110568112400732,Mouse 30%,down,130,361
7,0.4,0.1,accuracy,binary,0.7541233964569334,Mouse 30%,down,94,397
7,0.4,0.5,accuracy,binary,0.920891875381796,Mouse 30%,down,3,161
7,0.4,1,accuracy,binary,0.9972510690287111,Mouse 30%,down,0,2
7,0.5,0,accuracy,binary,0.6676847892486255,Mouse 30%,down,217,394
7,0.5,0.1,accuracy,binary,0.7165546731826512,Mouse 30%,down,146,465
7,0.5,0.5,accuracy,binary,0.9202810018326206,Mouse 30%,down,3,161
7,0.5,1,accuracy,binary,0.9972510690287111,Mouse 30%,down,0,2
1,0.05,0,precision,binary,0.12684365781710916,Mouse 30%,down,43,350
1,0.05,0.1,precision,binary,0.125,Mouse 30%,down,40,353
1,0.05,0.5,precision,binary,0.13432835820895522,Mouse 30%,down,9,331
1,0.05,1,precision,binary,0.06666666666666667,Mouse 30%,down,1,66
1,0.1,0,precision,binary,0.15204678362573099,Mouse 30%,down,78,394
1,0.1,0.1,precision,binary,0.14556962025316456,Mouse 30%,down,69,403
1,0.1,0.5,precision,binary,0.13392857142857142,Mouse 30%,down,15,372
1,0.1,1,precision,binary,0.06666666666666667,Mouse 30%,down,1,66
1,0.2,0,precision,binary,0.18147684605757197,Mouse 30%,down,145,450
1,0.2,0.1,precision,binary,0.17630057803468208,Mouse 30%,down,122,473
1,0.2,0.5,precision,binary,0.14792899408284024,Mouse 30%,down,25,386
1,0.2,1,precision,binary,0.0625,Mouse 30%,down,1,66
1,0.3,0,precision,binary,0.21354656632173094,Mouse 30%,down,227,476
1,0.3,0.1,precision,binary,0.21094640820980615,Mouse 30%,down,185,518
1,0.3,0.5,precision,binary,0.145,Mouse 30%,down,29,382
1,0.3,1,precision,binary,0.0625,Mouse 30%,down,1,66
1,0.4,0,precision,binary,0.2280431432973806,Mouse 30%,down,296,491
1,0.4,0.1,precision,binary,0.22955665024630542,Mouse 30%,down,233,554
1,0.4,0.5,precision,binary,0.14423076923076922,Mouse 30%,down,30,381
1,0.4,1,precision,binary,0.0625,Mouse 30%,down,1,66
1,0.5,0,precision,binary,0.25453324378777703,Mouse 30%,down,379,496
1,0.5,0.1,precision,binary,0.2597864768683274,Mouse 30%,down,292,583
1,0.5,0.5,precision,binary,0.14218009478672985,Mouse 30%,down,30,381
1,0.5,1,precision,binary,0.058823529411764705,Mouse 30%,down,1,66
3,0.05,0,precision,binary,0.0058997050147492625,Mouse 30%,down,2,77
3,0.05,0.1,precision,binary,0.006172839506172839,Mouse 30%,down,2,77
3,0.05,0.5,precision,binary,0.02631578947368421,Mouse 30%,down,1,71
3,0.05,1,precision,binary,0,Mouse 30%,down,0,1
3,0.1,0,precision,binary,0.028225806451612902,Mouse 30%,down,14,116
3,0.1,0.1,precision,binary,0.028384279475982533,Mouse 30%,down,13,117
3,0.1,0.5,precision,binary,0.041666666666666664,Mouse 30%,down,3,109
3,0.1,1,precision,binary,0,Mouse 30%,down,0,1
3,0.2,0,precision,binary,0.07588075880758807,Mouse 30%,down,56,195
3,0.2,0.1,precision,binary,0.07221350078492936,Mouse 30%,down,46,205
3,0.2,0.5,precision,binary,0.03333333333333333,Mouse 30%,down,4,151
3,0.2,1,precision,binary,0,Mouse 30%,down,0,1
3,0.3,0,precision,binary,0.09643605870020965,Mouse 30%,down,92,262
3,0.3,0.1,precision,binary,0.09311224489795919,Mouse 30%,down,73,281
3,0.3,0.5,precision,binary,0.02857142857142857,Mouse 30%,down,4,157
3,0.3,1,precision,binary,0,Mouse 30%,down,0,1
3,0.4,0,precision,binary,0.12489233419465978,Mouse 30%,down,145,317
3,0.4,0.1,precision,binary,0.12021857923497267,Mouse 30%,down,110,352
3,0.4,0.5,precision,binary,0.026490066225165563,Mouse 30%,down,4,157
3,0.4,1,precision,binary,0,Mouse 30%,down,0,1
3,0.5,0,precision,binary,0.15726109857035364,Mouse 30%,down,209,358
3,0.5,0.1,precision,binary,0.1519364448857994,Mouse 30%,down,153,414
3,0.5,0.5,precision,binary,0.026490066225165563,Mouse 30%,down,4,157
3,0.5,1,precision,binary,0,Mouse 30%,down,0,1
7,0.05,0,precision,binary,0.039473684210526314,Mouse 30%,down,6,92
7,0.05,0.1,precision,binary,0.03571428571428571,Mouse 30%,down,5,93
7,0.05,0.5,precision,binary,0,Mouse 30%,down,0,95
7,0.05,1,precision,binary,0,Mouse 30%,down,0,2
7,0.1,0,precision,binary,0.08163265306122448,Mouse 30%,down,20,140
7,0.1,0.1,precision,binary,0.07834101382488479,Mouse 30%,down,17,143
7,0.1,0.5,precision,binary,0.023809523809523808,Mouse 30%,down,1,138
7,0.1,1,precision,binary,0,Mouse 30%,down,0,2
7,0.2,0,precision,binary,0.0945273631840796,Mouse 30%,down,38,221
7,0.2,0.1,precision,binary,0.09393939393939393,Mouse 30%,down,31,228
7,0.2,0.5,precision,binary,0.02631578947368421,Mouse 30%,down,2,160
7,0.2,1,precision,binary,0,Mouse 30%,down,0,2
7,0.3,0,precision,binary,0.13345521023765997,Mouse 30%,down,73,290
7,0.3,0.1,precision,binary,0.1280193236714976,Mouse 30%,down,53,310
7,0.3,0.5,precision,binary,0.031578947368421054,Mouse 30%,down,3,161
7,0.3,1,precision,binary,0,Mouse 30%,down,0,2
7,0.4,0,precision,binary,0.18181818181818182,Mouse 30%,down,130,361
7,0.4,0.1,precision,binary,0.18725099601593626,Mouse 30%,down,94,397
7,0.4,0.5,precision,binary,0.0297029702970297,Mouse 30%,down,3,161
7,0.4,1,precision,binary,0,Mouse 30%,down,0,2
7,0.5,0,precision,binary,0.23819978046103182,Mouse 30%,down,217,394
7,0.5,0.1,precision,binary,0.23973727422003285,Mouse 30%,down,146,465
7,0.5,0.5,precision,binary,0.02912621359223301,Mouse 30%,down,3,161
7,0.5,1,precision,binary,0,Mouse 30%,down,0,2
1,0.05,0,recall,binary,0.10941475826972011,Mouse 30%,down,43,350
1,0.05,0.1,recall,binary,0.10178117048346055,Mouse 30%,down,40,353
1,0.05,0.5,recall,binary,0.026470588235294117,Mouse 30%,down,9,331
1,0.05,1,recall,binary,0.014925373134328358,Mouse 30%,down,1,66
1,0.1,0,recall,binary,0.1652542372881356,Mouse 30%,down,78,394
1,0.1,0.1,recall,binary,0.1461864406779661,Mouse 30%,down,69,403
1,0.1,0.5,recall,binary,0.03875968992248062,Mouse 30%,down,15,372
1,0.1,1,recall,binary,0.014925373134328358,Mouse 30%,down,1,66
1,0.2,0,recall,binary,0.24369747899159663,Mouse 30%,down,145,450
1,0.2,0.1,recall,binary,0.20504201680672268,Mouse 30%,down,122,473
1,0.2,0.5,recall,binary,0.06082725060827251,Mouse 30%,down,25,386
1,0.2,1,recall,binary,0.014925373134328358,Mouse 30%,down,1,66
1,0.3,0,recall,binary,0.3229018492176387,Mouse 30%,down,227,476
1,0.3,0.1,recall,binary,0.2631578947368421,Mouse 30%,down,185,518
1,0.3,0.5,recall,binary,0.0705596107055961,Mouse 30%,down,29,382
1,0.3,1,recall,binary,0.014925373134328358,Mouse 30%,down,1,66
1,0.4,0,recall,binary,0.3761118170266836,Mouse 30%,down,296,491
1,0.4,0.1,recall,binary,0.2960609911054638,Mouse 30%,down,233,554
1,0.4,0.5,recall,binary,0.072992700729927,Mouse 30%,down,30,381
1,0.4,1,recall,binary,0.014925373134328358,Mouse 30%,down,1,66
1,0.5,0,recall,binary,0.43314285714285716,Mouse 30%,down,379,496
1,0.5,0.1,recall,binary,0.33371428571428574,Mouse 30%,down,292,583
1,0.5,0.5,recall,binary,0.072992700729927,Mouse 30%,down,30,381
1,0.5,1,recall,binary,0.014925373134328358,Mouse 30%,down,1,66
3,0.05,0,recall,binary,0.02531645569620253,Mouse 30%,down,2,77
3,0.05,0.1,recall,binary,0.02531645569620253,Mouse 30%,down,2,77
3,0.05,0.5,recall,binary,0.013888888888888888,Mouse 30%,down,1,71
3,0.05,1,recall,binary,0,Mouse 30%,down,0,1
3,0.1,0,recall,binary,0.1076923076923077,Mouse 30%,down,14,116
3,0.1,0.1,recall,binary,0.1,Mouse 30%,down,13,117
3,0.1,0.5,recall,binary,0.026785714285714284,Mouse 30%,down,3,109
3,0.1,1,recall,binary,0,Mouse 30%,down,0,1
3,0.2,0,recall,binary,0.22310756972111553,Mouse 30%,down,56,195
3,0.2,0.1,recall,binary,0.18326693227091634,Mouse 30%,down,46,205
3,0.2,0.5,recall,binary,0.025806451612903226,Mouse 30%,down,4,151
3,0.2,1,recall,binary,0,Mouse 30%,down,0,1
3,0.3,0,recall,binary,0.2598870056497175,Mouse 30%,down,92,262
3,0.3,0.1,recall,binary,0.2062146892655367,Mouse 30%,down,73,281
3,0.3,0.5,recall,binary,0.024844720496894408,Mouse 30%,down,4,157
3,0.3,1,recall,binary,0,Mouse 30%,down,0,1
3,0.4,0,recall,binary,0.31385281385281383,Mouse 30%,down,145,317
3,0.4,0.1,recall,binary,0.23809523809523808,Mouse 30%,down,110,352
3,0.4,0.5,recall,binary,0.024844720496894408,Mouse 30%,down,4,157
3,0.4,1,recall,binary,0,Mouse 30%,down,0,1
3,0.5,0,recall,binary,0.36860670194003525,Mouse 30%,down,209,358
3,0.5,0.1,recall,binary,0.2698412698412698,Mouse 30%,down,153,414
3,0.5,0.5,recall,binary,0.024844720496894408,Mouse 30%,down,4,157
3,0.5,1,recall,binary,0,Mouse 30%,down,0,1
7,0.05,0,recall,binary,0.061224489795918366,Mouse 30%,down,6,92
7,0.05,0.1,recall,binary,0.05102040816326531,Mouse 30%,down,5,93
7,0.05,0.5,recall,binary,0,Mouse 30%,down,0,95
7,0.05,1,recall,binary,0,Mouse 30%,down,0,2
7,0.1,0,recall,binary,0.125,Mouse 30%,down,20,140
7,0.1,0.1,recall,binary,0.10625,Mouse 30%,down,17,143
7,0.1,0.5,recall,binary,0.007194244604316547,Mouse 30%,down,1,138
7,0.1,1,recall,binary,0,Mouse 30%,down,0,2
7,0.2,0,recall,binary,0.14671814671814673,Mouse 30%,down,38,221
7,0.2,0.1,recall,binary,0.11969111969111969,Mouse 30%,down,31,228
7,0.2,0.5,recall,binary,0.012345679012345678,Mouse 30%,down,2,160
7,0.2,1,recall,binary,0,Mouse 30%,down,0,2
7,0.3,0,recall,binary,0.20110192837465565,Mouse 30%,down,73,290
7,0.3,0.1,recall,binary,0.14600550964187328,Mouse 30%,down,53,310
7,0.3,0.5,recall,binary,0.018292682926829267,Mouse 30%,down,3,161
7,0.3,1,recall,binary,0,Mouse 30%,down,0,2
7,0.4,0,recall,binary,0.26476578411405294,Mouse 30%,down,130,361
7,0.4,0.1,recall,binary,0.19144602851323828,Mouse 30%,down,94,397
7,0.4,0.5,recall,binary,0.018292682926829267,Mouse 30%,down,3,161
7,0.4,1,recall,binary,0,Mouse 30%,down,0,2
7,0.5,0,recall,binary,0.35515548281505727,Mouse 30%,down,217,394
7,0.5,0.1,recall,binary,0.23895253682487724,Mouse 30%,down,146,465
7,0.5,0.5,recall,binary,0.018292682926829267,Mouse 30%,down,3,161
7,0.5,1,recall,binary,0,Mouse 30%,down,0,2
1,0.05,0,f_meas,binary,0.11748633879781421,Mouse 30%,down,43,350
1,0.05,0.1,f_meas,binary,0.11220196353436185,Mouse 30%,down,40,353
1,0.05,0.5,f_meas,binary,0.04422604422604423,Mouse 30%,down,9,331
1,0.05,1,f_meas,binary,0.024390243902439022,Mouse 30%,down,1,66
1,0.1,0,f_meas,binary,0.1583756345177665,Mouse 30%,down,78,394
1,0.1,0.1,f_meas,binary,0.14587737843551796,Mouse 30%,down,69,403
1,0.1,0.5,f_meas,binary,0.060120240480961935,Mouse 30%,down,15,372
1,0.1,1,f_meas,binary,0.024390243902439022,Mouse 30%,down,1,66
1,0.2,0,f_meas,binary,0.20803443328550933,Mouse 30%,down,145,450
1,0.2,0.1,f_meas,binary,0.18958818958818957,Mouse 30%,down,122,473
1,0.2,0.5,f_meas,binary,0.08620689655172413,Mouse 30%,down,25,386
1,0.2,1,f_meas,binary,0.024096385542168672,Mouse 30%,down,1,66
1,0.3,0,f_meas,binary,0.2570781426953568,Mouse 30%,down,227,476
1,0.3,0.1,f_meas,binary,0.23417721518987342,Mouse 30%,down,185,518
1,0.3,0.5,f_meas,binary,0.09492635024549917,Mouse 30%,down,29,382
1,0.3,1,f_meas,binary,0.024096385542168672,Mouse 30%,down,1,66
1,0.4,0,f_meas,binary,0.28393285371702637,Mouse 30%,down,296,491
1,0.4,0.1,f_meas,binary,0.2586015538290788,Mouse 30%,down,233,554
1,0.4,0.5,f_meas,binary,0.09693053311793214,Mouse 30%,down,30,381
1,0.4,1,f_meas,binary,0.024096385542168672,Mouse 30%,down,1,66
1,0.5,0,f_meas,binary,0.3206429780033841,Mouse 30%,down,379,496
1,0.5,0.1,f_meas,binary,0.29214607303651824,Mouse 30%,down,292,583
1,0.5,0.5,f_meas,binary,0.09646302250803858,Mouse 30%,down,30,381
1,0.5,1,f_meas,binary,0.023809523809523808,Mouse 30%,down,1,66
3,0.05,0,f_meas,binary,0.009569377990430622,Mouse 30%,down,2,77
3,0.05,0.1,f_meas,binary,0.009925558312655089,Mouse 30%,down,2,77
3,0.05,0.5,f_meas,binary,0.01818181818181818,Mouse 30%,down,1,71
3,0.05,1,f_meas,binary,0,Mouse 30%,down,0,1
3,0.1,0,f_meas,binary,0.04472843450479233,Mouse 30%,down,14,116
3,0.1,0.1,f_meas,binary,0.04421768707482993,Mouse 30%,down,13,117
3,0.1,0.5,f_meas,binary,0.03260869565217391,Mouse 30%,down,3,109
3,0.1,1,f_meas,binary,0,Mouse 30%,down,0,1
3,0.2,0,f_meas,binary,0.11324570273003032,Mouse 30%,down,56,195
3,0.2,0.1,f_meas,binary,0.10360360360360363,Mouse 30%,down,46,205
3,0.2,0.5,f_meas,binary,0.02909090909090909,Mouse 30%,down,4,151
3,0.2,1,f_meas,binary,0,Mouse 30%,down,0,1
3,0.3,0,f_meas,binary,0.14067278287461774,Mouse 30%,down,92,262
3,0.3,0.1,f_meas,binary,0.12829525483304044,Mouse 30%,down,73,281
3,0.3,0.5,f_meas,binary,0.026578073089700994,Mouse 30%,down,4,157
3,0.3,1,f_meas,binary,0,Mouse 30%,down,0,1
3,0.4,0,f_meas,binary,0.1786814540973506,Mouse 30%,down,145,317
3,0.4,0.1,f_meas,binary,0.15976761074800291,Mouse 30%,down,110,352
3,0.4,0.5,f_meas,binary,0.025641025641025637,Mouse 30%,down,4,157
3,0.4,1,f_meas,binary,0,Mouse 30%,down,0,1
3,0.5,0,f_meas,binary,0.22046413502109702,Mouse 30%,down,209,358
3,0.5,0.1,f_meas,binary,0.19440914866581957,Mouse 30%,down,153,414
3,0.5,0.5,f_meas,binary,0.025641025641025637,Mouse 30%,down,4,157
3,0.5,1,f_meas,binary,0,Mouse 30%,down,0,1
7,0.05,0,f_meas,binary,0.048,Mouse 30%,down,6,92
7,0.05,0.1,f_meas,binary,0.04201680672268907,Mouse 30%,down,5,93
7,0.05,0.5,f_meas,binary,0,Mouse 30%,down,0,95
7,0.05,1,f_meas,binary,0,Mouse 30%,down,0,2
7,0.1,0,f_meas,binary,0.09876543209876544,Mouse 30%,down,20,140
7,0.1,0.1,f_meas,binary,0.09018567639257294,Mouse 30%,down,17,143
7,0.1,0.5,f_meas,binary,0.011049723756906079,Mouse 30%,down,1,138
7,0.1,1,f_meas,binary,0,Mouse 30%,down,0,2
7,0.2,0,f_meas,binary,0.11497730711043874,Mouse 30%,down,38,221
7,0.2,0.1,f_meas,binary,0.10526315789473684,Mouse 30%,down,31,228
7,0.2,0.5,f_meas,binary,0.01680672268907563,Mouse 30%,down,2,160
7,0.2,1,f_meas,binary,0,Mouse 30%,down,0,2
7,0.3,0,f_meas,binary,0.16043956043956045,Mouse 30%,down,73,290
7,0.3,0.1,f_meas,binary,0.1364221364221364,Mouse 30%,down,53,310
7,0.3,0.5,f_meas,binary,0.02316602316602316,Mouse 30%,down,3,161
7,0.3,1,f_meas,binary,0,Mouse 30%,down,0,2
7,0.4,0,f_meas,binary,0.2155887230514096,Mouse 30%,down,130,361
7,0.4,0.1,f_meas,binary,0.18932527693857,Mouse 30%,down,94,397
7,0.4,0.5,f_meas,binary,0.022641509433962263,Mouse 30%,down,3,161
7,0.4,1,f_meas,binary,0,Mouse 30%,down,0,2
7,0.5,0,f_meas,binary,0.28515111695137974,Mouse 30%,down,217,394
7,0.5,0.1,f_meas,binary,0.23934426229508196,Mouse 30%,down,146,465
7,0.5,0.5,f_meas,binary,0.022471910112359546,Mouse 30%,down,3,161
7,0.5,1,f_meas,binary,0,Mouse 30%,down,0,2
1,0.05,0,spec,binary,0.8972578965636931,Mouse 30%,down,43,350
1,0.05,0.1,spec,binary,0.9028115237764665,Mouse 30%,down,40,353
1,0.05,0.5,spec,binary,0.9802317655078391,Mouse 30%,down,9,331
1,0.05,1,spec,binary,0.9956345494231369,Mouse 30%,down,1,66
1,0.1,0,spec,binary,0.8447537473233405,Mouse 30%,down,78,394
1,0.1,0.1,spec,binary,0.8554603854389722,Mouse 30%,down,69,403
1,0.1,0.5,spec,binary,0.966401108417042,Mouse 30%,down,15,372
1,0.1,1,spec,binary,0.9956345494231369,Mouse 30%,down,1,66
1,0.2,0,spec,binary,0.7558790593505039,Mouse 30%,down,145,450
1,0.2,0.1,spec,binary,0.7872340425531915,Mouse 30%,down,122,473
1,0.2,0.5,spec,binary,0.949703108627314,Mouse 30%,down,25,386
1,0.2,1,spec,binary,0.9953227315247896,Mouse 30%,down,1,66
1,0.3,0,spec,binary,0.6748346946713341,Mouse 30%,down,227,476
1,0.3,0.1,spec,binary,0.7308440295604823,Mouse 30%,down,185,518
1,0.3,0.5,spec,binary,0.9402724414949354,Mouse 30%,down,29,382
1,0.3,1,spec,binary,0.9953227315247896,Mouse 30%,down,1,66
1,0.4,0,spec,binary,0.5971049457177322,Mouse 30%,down,296,491
1,0.4,0.1,spec,binary,0.6855649376759148,Mouse 30%,down,233,554
1,0.4,0.5,spec,binary,0.9378274537198743,Mouse 30%,down,30,381
1,0.4,1,spec,binary,0.9953227315247896,Mouse 30%,down,1,66
1,0.5,0,spec,binary,0.5373072113380575,Mouse 30%,down,379,496
1,0.5,0.1,spec,binary,0.653188828678616,Mouse 30%,down,292,583
1,0.5,0.5,spec,binary,0.9367796018162766,Mouse 30%,down,30,381
1,0.5,1,spec,binary,0.9950109136264421,Mouse 30%,down,1,66
3,0.05,0,spec,binary,0.8945226917057904,Mouse 30%,down,2,77
3,0.05,0.1,spec,binary,0.8992175273865415,Mouse 30%,down,2,77
3,0.05,0.5,spec,binary,0.9884447220487196,Mouse 30%,down,1,71
3,0.05,1,spec,binary,0.997250229147571,Mouse 30%,down,0,1
3,0.1,0,spec,binary,0.8466921119592875,Mouse 30%,down,14,116
3,0.1,0.1,spec,binary,0.85846055979643765,Mouse 30%,down,13,117
3,0.1,0.5,spec,binary,0.9781783681214421,Mouse 30%,down,3,109
3,0.1,1,spec,binary,0.9969446990528567,Mouse 30%,down,0,1
3,0.2,0,spec,binary,0.7743962950711214,Mouse 30%,down,56,195
3,0.2,0.1,spec,binary,0.8044988422097255,Mouse 30%,down,46,205
3,0.2,0.5,spec,binary,0.9628085924975954,Mouse 30%,down,4,151
3,0.2,1,spec,binary,0.9969446990528567,Mouse 30%,down,0,1
3,0.3,0,spec,binary,0.7047945205479452,Mouse 30%,down,92,262
3,0.3,0.1,spec,binary,0.7565068493150685,Mouse 30%,down,73,281
3,0.3,0.5,spec,binary,0.9563122389977514,Mouse 30%,down,4,157
3,0.3,1,spec,binary,0.9966391689581424,Mouse 30%,down,0,1
3,0.4,0,spec,binary,0.6386913229018493,Mouse 30%,down,145,317
3,0.4,0.1,spec,binary,0.7137268847795164,Mouse 30%,down,110,352
3,0.4,0.5,spec,binary,0.9527786700931578,Mouse 30%,down,4,157
3,0.4,1,spec,binary,0.9966391689581424,Mouse 30%,down,0,1
3,0.5,0,spec,binary,0.5862578500184706,Mouse 30%,down,209,358
3,0.5,0.1,spec,binary,0.6845216106390839,Mouse 30%,down,153,414
3,0.5,0.5,spec,binary,0.9527786700931578,Mouse 30%,down,4,157
3,0.5,1,spec,binary,0.9966391689581424,Mouse 30%,down,0,1
7,0.05,0,spec,binary,0.9540302267002518,Mouse 30%,down,6,92
7,0.05,0.1,spec,binary,0.9574937027707808,Mouse 30%,down,5,93
7,0.05,0.5,spec,binary,0.9943378420887071,Mouse 30%,down,0,95
7,0.05,1,spec,binary,0.9981662591687042,Mouse 30%,down,0,2
7,0.1,0,spec,binary,0.9277456647398844,Mouse 30%,down,20,140
7,0.1,0.1,spec,binary,0.9357739242132306,Mouse 30%,down,17,143
7,0.1,0.5,spec,binary,0.9869218500797449,Mouse 30%,down,1,138
7,0.1,1,spec,binary,0.9981662591687042,Mouse 30%,down,0,2
7,0.2,0,spec,binary,0.8792703150912106,Mouse 30%,down,38,221
7,0.2,0.1,spec,binary,0.9008291873963515,Mouse 30%,down,31,228
7,0.2,0.5,spec,binary,0.9762210796915167,Mouse 30%,down,2,160
7,0.2,1,spec,binary,0.9978606356968215,Mouse 30%,down,0,2
7,0.3,0,spec,binary,0.8371693576090691,Mouse 30%,down,73,290
7,0.3,0.1,spec,binary,0.8759876331157678,Mouse 30%,down,53,310
7,0.3,0.5,spec,binary,0.9704180064308682,Mouse 30%,down,3,161
7,0.3,1,spec,binary,0.9978606356968215,Mouse 30%,down,0,2
7,0.4,0,spec,binary,0.789795185052102,Mouse 30%,down,130,361
7,0.4,0.1,spec,binary,0.8533956162414661,Mouse 30%,down,94,397
7,0.4,0.5,spec,binary,0.9684887459807074,Mouse 30%,down,3,161
7,0.4,1,spec,binary,0.9978606356968215,Mouse 30%,down,0,2
7,0.5,0,spec,binary,0.7393916635373639,Mouse 30%,down,217,394
7,0.5,0.1,spec,binary,0.8261359369132557,Mouse 30%,down,146,465
7,0.5,0.5,spec,binary,0.9678456591639871,Mouse 30%,down,3,161
7,0.5,1,spec,binary,0.9978606356968215,Mouse 30%,down,0,2
1,0.05,0,sens,binary,0.10941475826972011,Mouse 30%,down,43,350
1,0.05,0.1,sens,binary,0.10178117048346055,Mouse 30%,down,40,353
1,0.05,0.5,sens,binary,0.026470588235294117,Mouse 30%,down,9,331
1,0.05,1,sens,binary,0.014925373134328358,Mouse 30%,down,1,66
1,0.1,0,sens,binary,0.1652542372881356,Mouse 30%,down,78,394
1,0.1,0.1,sens,binary,0.1461864406779661,Mouse 30%,down,69,403
1,0.1,0.5,sens,binary,0.03875968992248062,Mouse 30%,down,15,372
1,0.1,1,sens,binary,0.014925373134328358,Mouse 30%,down,1,66
1,0.2,0,sens,binary,0.24369747899159663,Mouse 30%,down,145,450
1,0.2,0.1,sens,binary,0.20504201680672268,Mouse 30%,down,122,473
1,0.2,0.5,sens,binary,0.06082725060827251,Mouse 30%,down,25,386
1,0.2,1,sens,binary,0.014925373134328358,Mouse 30%,down,1,66
1,0.3,0,sens,binary,0.3229018492176387,Mouse 30%,down,227,476
1,0.3,0.1,sens,binary,0.2631578947368421,Mouse 30%,down,185,518
1,0.3,0.5,sens,binary,0.0705596107055961,Mouse 30%,down,29,382
1,0.3,1,sens,binary,0.014925373134328358,Mouse 30%,down,1,66
1,0.4,0,sens,binary,0.3761118170266836,Mouse 30%,down,296,491
1,0.4,0.1,sens,binary,0.2960609911054638,Mouse 30%,down,233,554
1,0.4,0.5,sens,binary,0.072992700729927,Mouse 30%,down,30,381
1,0.4,1,sens,binary,0.014925373134328358,Mouse 30%,down,1,66
1,0.5,0,sens,binary,0.43314285714285716,Mouse 30%,down,379,496
1,0.5,0.1,sens,binary,0.33371428571428574,Mouse 30%,down,292,583
1,0.5,0.5,sens,binary,0.072992700729927,Mouse 30%,down,30,381
1,0.5,1,sens,binary,0.014925373134328358,Mouse 30%,down,1,66
3,0.05,0,sens,binary,0.02531645569620253,Mouse 30%,down,2,77
3,0.05,0.1,sens,binary,0.02531645569620253,Mouse 30%,down,2,77
3,0.05,0.5,sens,binary,0.013888888888888888,Mouse 30%,down,1,71
3,0.05,1,sens,binary,0,Mouse 30%,down,0,1
3,0.1,0,sens,binary,0.1076923076923077,Mouse 30%,down,14,116
3,0.1,0.1,sens,binary,0.1,Mouse 30%,down,13,117
3,0.1,0.5,sens,binary,0.026785714285714284,Mouse 30%,down,3,109
3,0.1,1,sens,binary,0,Mouse 30%,down,0,1
3,0.2,0,sens,binary,0.22310756972111553,Mouse 30%,down,56,195
3,0.2,0.1,sens,binary,0.18326693227091634,Mouse 30%,down,46,205
3,0.2,0.5,sens,binary,0.025806451612903226,Mouse 30%,down,4,151
3,0.2,1,sens,binary,0,Mouse 30%,down,0,1
3,0.3,0,sens,binary,0.2598870056497175,Mouse 30%,down,92,262
3,0.3,0.1,sens,binary,0.2062146892655367,Mouse 30%,down,73,281
3,0.3,0.5,sens,binary,0.024844720496894408,Mouse 30%,down,4,157
3,0.3,1,sens,binary,0,Mouse 30%,down,0,1
3,0.4,0,sens,binary,0.31385281385281383,Mouse 30%,down,145,317
3,0.4,0.1,sens,binary,0.23809523809523808,Mouse 30%,down,110,352
3,0.4,0.5,sens,binary,0.024844720496894408,Mouse 30%,down,4,157
3,0.4,1,sens,binary,0,Mouse 30%,down,0,1
